#,Date,Location,,,Hauteur,Object Type,Gear,,,Slider,Jump type,Comment,Coach
,,Ville,Pays,Exit,,,Harness,Canopy + size,PC,,,,

#,date,city,country,exit,height,object_type,harness,canopy_size,pc,slider,jump_type,comment,coach


